Guitar Hero II	0.854	http://www.wikidata.org/entity/Q1798154	music video game
Guitar Hero	0.789	http://www.wikidata.org/entity/Q533752	music video game
Guitar Hero III: Legends of Rock	0.674	http://www.wikidata.org/entity/Q1047938	music video game
Just Dance 2022	0.475	http://www.wikidata.org/entity/Q99477498	music video game
Just Dance	0.357	http://www.wikidata.org/entity/Q1714101	music video game
Just Dance 2020	0.277	http://www.wikidata.org/entity/Q64533003	music video game
Just Dance 2021	0.256	http://www.wikidata.org/entity/Q98657399	music video game
Dance Dance Revolution	0.205	http://www.wikidata.org/entity/Q908392	music video game
Kingdom Hearts: Melody of Memory	0.191	http://www.wikidata.org/entity/Q96603714	music video game
Michael Jackson: The Experience	0.025	http://www.wikidata.org/entity/Q1308224	music video game
PaRappa the Rapper	0.024	http://www.wikidata.org/entity/Q1340462	music video game
Beat Saber	-0.023	http://www.wikidata.org/entity/Q53998035	music video game
Elite Beat Agents	-0.023	http://www.wikidata.org/entity/Q1196429	music video game
SingStar	-0.05	http://www.wikidata.org/entity/Q1502333	music video game
Hatsune Miku: Project DIVA	-0.071	http://www.wikidata.org/entity/Q553201	music video game
Frets on Fire	-0.118	http://www.wikidata.org/entity/Q1362771	music video game
Patapon 3	-0.15	http://www.wikidata.org/entity/Q4046527	music video game
Patapon 2	-0.385	http://www.wikidata.org/entity/Q2671323	music video game
To be on Top	-0.39	http://www.wikidata.org/entity/Q31837535	music video game
rhythm game	-0.487	http://www.wikidata.org/entity/Q2632782	music video game
Space Channel 5	-0.558	http://www.wikidata.org/entity/Q66058371	music video game
Sayonara Wild Hearts	-0.659	http://www.wikidata.org/entity/Q76122450	music video game
osu!	-0.727	http://www.wikidata.org/entity/Q307441	music video game
