домашнее животное	0.833	http://www.wikidata.org/entity/Q622852	животные
лама	0.646	http://www.wikidata.org/entity/Q42569	животные
многоклеточные животные	0.562	http://www.wikidata.org/entity/Q151542	животные
плотоядные	0.521	http://www.wikidata.org/entity/Q81875	животные
динозавры	0.417	http://www.wikidata.org/entity/Q430	животные
эуметазои	-0.062	http://www.wikidata.org/entity/Q5174	животные
беспозвоночные	-0.062	http://www.wikidata.org/entity/Q43806	животные
двусторонне-симметричные	-0.104	http://www.wikidata.org/entity/Q5173	животные
Фосса	-0.104	http://www.wikidata.org/entity/Q183330	животные
число зверя	-0.25	http://www.wikidata.org/entity/Q666	животные
губки	-0.271	http://www.wikidata.org/entity/Q18960	животные
ротавирусная инфекция	-0.458	http://www.wikidata.org/entity/Q7370337	животные
Гобелен из Байё	-0.5	http://www.wikidata.org/entity/Q187483	животные
Франциск Ассизский	-0.562	http://www.wikidata.org/entity/Q676555	животные
сперма	-0.604	http://www.wikidata.org/entity/Q9715	животные
